loop-location,icc-parallel,loop-absolute-size,loop-payload-fraction,loop-proper-sccs-number,loop-critical-payload-fraction,iterator-payload-total-cohesion,iterator-payload-non-cf-cohesion,critical-payload-total-cohesion,critical-payload-non-cf-cohesion,payload-total-dependencies-number,payload-true-dependencies-number,payload-anti-dependencies-number,critical-payload-total-dependencies-number,critical-payload-true-dependencies-number,critical-payload-anti-dependencies-number
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/EP/src/ep.c(285),0,14,0.4286,0,0,0.2581,0.06452,0,0,3,3,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/EP/src/ep.c(237),1,15,0.5333,1,0.375,0.2727,0.0303,0.1429,0.1429,7,6,1,4,3,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/EP/src/ep.c(231),1,18,0.5556,1,0.3,0.2857,0.04762,0.3,0.3,10,9,1,4,3,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/EP/src/ep.c(184),1,154,0.3442,4,0.4717,0.13,0.005,0.01942,0.01942,103,53,42,84,42,42
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/EP/src/ep.c(191),0,28,0.4286,0,0,0.1695,0.0339,0,0,10,6,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/EP/src/ep.c(213),0,84,0.9048,7,0.5789,0.1493,0.00995,0.2318,0.1192,151,81,22,70,42,22
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/EP/src/ep.c(179),1,12,0.4167,0,0,0.24,0.04,0,0,2,2,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/EP/src/ep.c(165),1,12,0.4167,0,0,0.24,0.04,0,0,2,2,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/EP/src/ep.c(155),0,11,0.4545,0,0,0.2381,0,0,0,2,2,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/EP/src/ep.c(132),1,12,0.4167,0,0,0.24,0.04,0,0,2,2,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/common/randdp.c(122),0,67,0.8806,1,0.7966,0.3571,0.005952,0.08989,0.08989,89,68,21,79,58,21
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(152),0,49,0.8367,0,0,0.3797,0.01266,0,0,30,18,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(134),1,10,0.3,0,0,0.1905,0.04762,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(120),1,10,0.3,0,0,0.1905,0.04762,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(200),1,85,0.1176,1,0.7,0.06061,0,0,0,20,10,10,20,10,10
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(201),0,74,0.1351,1,0.7,0.08696,0,0,0,20,10,10,20,10,10
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(202),0,63,0.8413,0,0,0.448,0.024,0,0,44,44,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(264),1,38,0.3158,1,0.4167,0.2,0.02222,0,0,15,9,6,12,6,6
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(266),0,22,0.6364,0,0,0.3333,0.02222,0,0,11,11,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(255),0,17,0.5294,0,0,0.2941,0.02941,0,0,5,5,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(553),0,54,0.4259,4,0.7826,0.2055,0,0.05263,0.05263,38,23,15,34,19,15
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(556),1,32,0.6875,1,0.1364,0.3529,0.02941,0.15,0.15,20,18,2,4,2,2
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(870),0,214,0.06542,0,0,0.04472,0.01626,0,0,8,8,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(599),0,39,0.2308,1,0.6667,0.1,0,0,0,16,8,8,16,8,8
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(600),0,28,0.6786,0,0,0.3559,0.0339,0,0,16,16,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(593),0,32,0.5938,0,0,0.3134,0.02985,0,0,15,15,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/common/randdp.c(122),0,67,0.8806,1,0.7966,0.3571,0.005952,0.08989,0.08989,89,68,21,79,58,21
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(322),0,14,0.5714,2,0.75,0.2667,0,0,0,8,6,2,8,6,2
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(317),1,14,0.5714,2,0.75,0.2667,0,0,0,8,6,2,8,6,2
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(392),1,21,0.2381,0,0,0.09615,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(495),1,12,0.4167,0,0,0.24,0.04,0,0,2,2,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(575),1,23,0.6522,1,0.2,0.2653,0.04082,0.1875,0,16,11,1,4,3,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(535),0,54,0.463,3,0.64,0.175,0.0125,0.07895,0.07895,38,22,16,32,16,16
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(538),0,31,0.06452,0,0,0.02532,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(764),0,72,0.1944,0,0,0.09494,0.006329,0,0,1,1,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(693),0,105,0.5524,4,0.6897,0.1321,0.007143,0.04206,0.04206,214,118,96,197,101,96
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(698),0,14,0.4286,0,0,0.2414,0.03448,0,0,3,3,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(707),0,23,0.08696,0,0,0.03704,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(715),0,22,0.5909,1,0.3077,0.2885,0.03846,0.2,0.2,15,13,2,7,5,2
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(669),1,25,0.72,2,0.3333,0.3333,0.01754,0.2857,0.2857,21,18,3,8,5,3
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(658),0,71,0.3239,2,0.8696,0.07092,0.02128,0.02128,0.02128,94,49,45,91,46,45
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(649),1,20,0.65,1,0.5385,0.3043,0.02174,0.2,0.2,15,13,2,11,9,2
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(644),0,13,0.4615,0,0,0.2593,0.03704,0,0,3,3,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(612),1,19,0.5789,0,0,0.3171,0.04878,0,0,8,8,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(987),0,12,0.3333,0,0,0.2308,0.07692,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(922),1,24,0.5833,0,0,0.3333,0.07407,0,0,10,10,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/blts.c(85),1,1185,0.04135,1,0.9184,0.0005409,0,0.00578,0.00578,173,87,86,172,86,86
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/blts.c(86),0,1173,0.7144,2,0.5883,0.07405,0.00142,0.01986,0.01986,9666,5182,4484,9325,4841,4484
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/blts.c(87),1,286,0.9371,1,0.1604,0.4396,0.01884,0.07492,0.07492,307,286,21,84,63,21
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/blts.c(106),1,98,0.8367,1,0.122,0.3525,0.03831,0.08,0.08,125,100,25,55,30,25
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/blts.c(70),1,182,0.1099,1,0.8,0.03049,0,0.01754,0.01754,57,29,28,56,28,28
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/blts.c(71),0,170,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/blts.c(72),0,159,0.9182,1,0.2123,0.4286,0.01961,0.1006,0.1006,169,156,13,56,43,13
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/buts.c(82),1,1793,0.05856,1,0.9905,0.0001247,4.16E-05,0.002445,0.002445,409,205,204,408,204,204
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/buts.c(83),0,1780,0.568,1,0.7181,0.04772,0.01086,0.008374,0.008374,24121,12510,11611,23836,12225,11611
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/buts.c(84),0,344,0.9477,1,0.3098,0.435,0.01544,0.1208,0.1208,389,356,33,166,133,33
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/buts.c(101),1,98,0.8367,1,0.122,0.3525,0.03831,0.08,0.08,125,100,25,55,30,25
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/buts.c(68),1,200,0.08,1,0.9375,0.01852,0.006173,0.01887,0.01887,53,27,26,52,26,26
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/buts.c(69),0,187,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/buts.c(70),0,176,0.9318,1,0.3049,0.4304,0.01519,0.1244,0.1244,193,177,16,81,65,16
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(342),1,1398,0.0608,1,1,0.0005804,0.0002902,0,0,332,166,166,332,166,166
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(343),0,1386,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(344),1,225,0.88,2,0.0404,0.4404,0.0404,0.0398,0.0398,201,195,6,12,6,6
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(357),1,66,0.1667,1,0.7273,0.07143,0,0,0,24,12,12,24,12,12
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(364),1,232,0.9095,9,0.1991,0.4032,0.02509,0.1527,0.1527,275,235,40,80,40,40
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(390),1,403,0.8983,1,0.05249,0.4308,0.03599,0.04691,0.04691,405,380,25,64,39,25
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(420),1,134,0.8731,1,0.05128,0.4324,0.03716,0.04959,0.04959,121,117,4,12,8,4
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(432),1,125,0.112,1,0.7857,0.05405,0,0,0,36,18,18,36,18,18
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(443),1,178,0.9045,1,0.03727,0.4479,0.02865,0.03636,0.03636,165,161,4,12,8,4
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(358),1,54,0.8148,1,0.06818,0.4103,0.03419,0.06977,0.06977,43,42,1,4,3,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(433),1,113,0.885,1,0.03,0.444,0.02905,0.0303,0.0303,99,98,1,4,3,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(223),1,1411,0.06024,1,1,0.00058,0.00029,0,0,332,166,166,332,166,166
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(224),0,1398,0.0701,1,1,0.002556,0.0009585,0,0,1760,880,880,1760,880,880
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(225),1,225,0.88,2,0.0404,0.4404,0.0404,0.0398,0.0398,201,195,6,12,6,6
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(238),1,65,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(245),1,232,0.9095,9,0.1991,0.4032,0.02509,0.1527,0.1527,275,235,40,80,40,40
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(271),1,402,0.9005,1,0.05249,0.4317,0.03607,0.04691,0.04691,405,380,25,64,39,25
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(301),1,145,0.8828,1,0.04688,0.4371,0.03459,0.04545,0.04545,132,128,4,12,8,4
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(313),1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(324),1,178,0.9045,1,0.03727,0.4479,0.02865,0.03636,0.03636,165,161,4,12,8,4
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(239),1,54,0.8148,1,0.06818,0.4103,0.03419,0.06977,0.06977,43,42,1,4,3,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(314),1,113,0.885,1,0.03,0.444,0.02905,0.0303,0.0303,99,98,1,4,3,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(105),1,1411,0.06024,1,1,0.00058,0.00029,0,0,332,166,166,332,166,166
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(106),0,1398,0.0701,1,1,0.002556,0.0009585,0,0,1760,880,880,1760,880,880
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(107),1,225,0.88,2,0.0404,0.4404,0.0404,0.0398,0.0398,201,195,6,12,6,6
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(120),1,65,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(126),1,232,0.9095,9,0.1991,0.4032,0.02509,0.1527,0.1527,275,235,40,80,40,40
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(152),1,402,0.9005,1,0.05249,0.4317,0.03607,0.04691,0.04691,405,380,25,64,39,25
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(182),1,145,0.8828,1,0.04688,0.4371,0.03459,0.04545,0.04545,132,128,4,12,8,4
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(194),1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(205),1,178,0.9045,1,0.03727,0.4479,0.02865,0.03636,0.03636,165,161,4,12,8,4
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(121),1,54,0.8148,1,0.06818,0.4103,0.03419,0.06977,0.06977,43,42,1,4,3,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(195),1,113,0.885,1,0.03,0.444,0.02905,0.0303,0.0303,99,98,1,4,3,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(76),1,176,0.04545,1,0.625,0.03822,0.01274,0.09091,0.09091,11,7,4,8,4,4
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(78),1,158,0.1203,2,0.5789,0.08271,0.007519,0.03448,0.03448,29,17,12,24,12,12
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(80),1,140,0.2214,2,0.7419,0.1009,0.009174,0.01299,0.01299,77,41,36,72,36,36
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(82),1,122,0.8361,0,0,0.428,0.05166,0,0,99,99,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(65),1,54,0.1481,1,0.625,0.06897,0,0,0,12,6,6,12,6,6
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(66),1,43,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(67),1,32,0.25,1,0.625,0.1176,0,0,0,12,6,6,12,6,6
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(68),1,21,0.6667,0,0,0.3488,0.02326,0,0,11,11,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/error.c(81),1,27,0.7037,1,0.2105,0.3559,0.0339,0.1667,0.1667,18,17,1,5,4,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/error.c(75),1,18,0.5556,1,0.3,0.2857,0.04762,0.3,0.3,10,9,1,4,3,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/error.c(64),1,80,0.125,1,0.6,0.05556,0,0.05882,0.05882,17,9,8,16,8,8
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/error.c(65),0,67,0.08955,1,1,0.02778,0.01389,0,0,16,8,8,16,8,8
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/error.c(66),0,55,0.2727,1,0.5333,0.1429,0.01587,0,0,27,15,12,24,12,12
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/error.c(68),0,39,0.7436,2,0.2069,0.3667,0.04444,0.1935,0.1935,31,28,3,8,5,3
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/error.c(60),1,12,0.4167,0,0,0.24,0.04,0,0,2,2,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/error.c(54),1,12,0.4167,0,0,0.24,0.04,0,0,2,2,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/exact.c(54),0,114,0.8246,1,0.4043,0.3843,0.04982,0.2222,0.2222,117,104,13,63,50,13
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/jacld.c(56),1,3818,0.06234,1,1,0.0008163,0.0004082,0,0,944,472,472,944,472,472
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/jacld.c(57),1,3806,0.9367,3,0.03899,0.4229,0.02605,0.03112,0.03112,4467,3959,508,1016,508,508
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/jacu.c(56),1,3768,0.06343,1,0.9958,0.001223,0.0004078,0.001058,0.001058,945,473,472,944,472,472
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/jacu.c(57),1,3755,0.9358,3,0.03956,0.422,0.02635,0.03148,0.03148,4416,3908,508,1016,508,508
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/l2norm.c(80),1,29,0.7241,1,0.1905,0.3651,0.03175,0.15,0.15,20,19,1,5,4,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/l2norm.c(74),1,19,0.5789,1,0.2727,0.2955,0.04545,0.2727,0.2727,11,10,1,4,3,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/l2norm.c(65),1,88,0.1136,1,0.6,0.05814,0,0.05882,0.05882,17,9,8,16,8,8
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/l2norm.c(66),0,75,0.1333,1,0.6,0.07353,0,0.05882,0.05882,17,9,8,16,8,8
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/l2norm.c(67),0,63,0.1746,1,0.7273,0.08,0,0,0,24,12,12,24,12,12
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/l2norm.c(68),1,52,0.8077,1,0.07143,0.4071,0.0354,0.07317,0.07317,41,40,1,4,3,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/l2norm.c(61),1,12,0.4167,0,0,0.24,0.04,0,0,2,2,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/l2norm.c(55),1,13,0.4615,0,0,0.2593,0.03704,0,0,3,3,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/lu.c(253),0,56,0.7679,1,0.186,0.3481,0.02963,0.1091,0.1091,55,45,10,22,12,10
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/lu.c(246),1,14,0.4286,0,0,0.2581,0.06452,0,0,3,3,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/pintgr.c(172),1,96,0.125,1,1,0.02439,0.0122,0,0,40,20,20,40,20,20
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/pintgr.c(173),1,83,0.8193,1,0.04412,0.4153,0.04372,0.01493,0.01493,67,66,1,4,3,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/pintgr.c(158),1,133,0.09774,1,1,0.02381,0.0119,0,0,44,22,22,44,22,22
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/pintgr.c(159),1,121,0.8678,0,0,0.4402,0.03475,0,0,102,102,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/pintgr.c(147),1,125,0.104,1,1,0.02381,0.0119,0,0,44,22,22,44,22,22
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/pintgr.c(148),1,113,0.8584,0,0,0.4362,0.03704,0,0,94,94,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/pintgr.c(130),1,96,0.125,1,1,0.02439,0.0122,0,0,40,20,20,40,20,20
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/pintgr.c(131),1,83,0.8193,1,0.04412,0.4153,0.04372,0.01493,0.01493,67,66,1,4,3,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/pintgr.c(116),1,133,0.09774,1,1,0.02381,0.0119,0,0,44,22,22,44,22,22
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/pintgr.c(117),1,121,0.8678,0,0,0.4402,0.03475,0,0,102,102,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/pintgr.c(105),1,125,0.104,1,1,0.02381,0.0119,0,0,44,22,22,44,22,22
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/pintgr.c(106),1,113,0.8584,0,0,0.4362,0.03704,0,0,94,94,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/pintgr.c(88),1,95,0.1684,1,0.75,0.0625,0,0.02439,0.02439,41,21,20,40,20,20
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/pintgr.c(89),1,83,0.8193,1,0.04412,0.4153,0.04372,0.01493,0.01493,67,66,1,4,3,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/pintgr.c(64),1,234,0.09402,1,1,0.009901,0.00495,0,0,80,40,40,80,40,40
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/pintgr.c(65),1,222,0.8874,1,0.09137,0.3981,0.03333,0.07059,0.07059,255,223,32,64,32,32
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/read_input.c(88),0,5,0.2,0,0,0.125,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/read_input.c(87),0,5,0.2,0,0,0.125,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/read_input.c(84),0,5,0.2,0,0,0.125,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/read_input.c(83),0,5,0.2,0,0,0.125,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/read_input.c(81),0,5,0.2,0,0,0.125,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/read_input.c(79),0,5,0.2,0,0,0.125,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/read_input.c(78),0,5,0.2,0,0,0.125,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/read_input.c(76),0,5,0.2,0,0,0.125,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/read_input.c(74),0,5,0.2,0,0,0.125,0,0,0,0,0,0,0,0,0
